player,master_elo,elite_status,primary_position,position_name,is_goalkeeper,position_games,total_actions,momentum_factor,saves,penalty_saves,goals_against,save_percentage
Jacob Bjørn HESSELLUND,1204.1,NORMAL,VF,Venstre fløj,False,4,5,1.005,0,0,0,0.0
Sebastian RISTORP BERTELSEN,1204.1,NORMAL,HF,Højre fløj,False,4,4,1.006,0,0,0,0.0
Viktor AHLSTRAND,1204.1,NORMAL,HF,Højre fløj,False,8,14,1.003,0,0,0,0.0
Mikkel TØNNERS,1204.0,NORMAL,MV,Målvogter,True,6,6,1.005,133,13,296,31.0
Rasmus Nissen HENRIKSEN,1203.9,NORMAL,MV,Målvogter,True,6,6,1.005,15,1,33,31.2
Leo MARTINÉZ,1203.9,NORMAL,HF,Højre fløj,False,17,19,1.0,0,0,0,0.0
Pelle Mørk ANDERSEN,1203.8,NORMAL,HF,Højre fløj,False,7,12,1.002,0,0,0,0.0
Mathias Høyer MOSEL,1203.7,NORMAL,MV,Målvogter,True,3,3,1.008,82,0,186,30.6
Nikolai Max KLØIGAARD,1203.6,NORMAL,HF,Højre fløj,False,7,7,1.005,0,0,0,0.0
Magnus Vejsgaard BUGTRUP,1203.6,NORMAL,HF,Højre fløj,False,5,5,1.005,0,0,0,0.0
Oliver Sigurd NIELSEN,1203.6,NORMAL,HF,Højre fløj,False,4,7,1.005,0,0,0,0.0
Marcus Midtgaard SØRENSENAssist,1203.6,NORMAL,HF,Højre fløj,False,3,3,1.007,0,0,0,0.0
Andreas Tesgaard NIELSEN,1203.6,NORMAL,HF,Højre fløj,False,13,19,1.005,0,0,0,0.0
Mads Aarhus LAURIDSEN,1203.6,NORMAL,HF,Højre fløj,False,3,3,1.008,0,0,0,0.0
Jesper SØRENSEN,1203.6,NORMAL,MV,Målvogter,True,6,6,1.003,147,5,474,23.7
Marcus KLØVE,1203.6,NORMAL,HF,Højre fløj,False,2,3,1.007,0,0,0,0.0
Lukas EICHWALD,1203.5,NORMAL,HF,Højre fløj,False,5,5,1.004,0,0,0,0.0
Frederik WEBER,1203.5,NORMAL,HF,Højre fløj,False,6,6,1.003,0,0,0,0.0
Mikkel Sandholm MORTENSENAssist,1203.4,NORMAL,HF,Højre fløj,False,4,4,1.005,0,0,0,0.0
Matthias Birkkjær PEDERSEN,1203.3,NORMAL,HF,Højre fløj,False,3,5,1.004,0,0,0,0.0
Mads Kjeldgaard ANDERSEN Retur,1203.3,NORMAL,PL,Playmaker,False,2,7,1.003,0,0,0,0.0
Jacob JENSEN,1203.3,NORMAL,HF,Højre fløj,False,2,4,1.005,0,0,0,0.0
Mikkel OLSEN,1203.3,NORMAL,HF,Højre fløj,False,3,3,1.007,0,0,0,0.0
Rasmus Kaagaard ANDERSEN16,1203.2,NORMAL,VF,Venstre fløj,False,2,4,1.005,0,0,0,0.0
Malthe VIBE,1203.2,NORMAL,HF,Højre fløj,False,3,5,1.004,0,0,0,0.0
Martin NAGY,1203.2,NORMAL,MV,Målvogter,True,1,1,1.0,24,0,44,35.3
Rasmus Sylvester MØRUP,1203.2,NORMAL,HF,Højre fløj,False,4,5,1.004,0,0,0,0.0
Magnus PLANT,1203.1,NORMAL,HF,Højre fløj,False,6,6,1.004,0,0,0,0.0
Lukas JENSEN-HOLM,1203.1,NORMAL,HF,Højre fløj,False,5,5,1.004,0,0,0,0.0
Palle HANSEN,1203.1,NORMAL,PL,Playmaker,False,10,19,1.003,0,0,0,0.0
William ANDERSSON MOBERG12,1203.1,NORMAL,ST,Streg,False,2,4,1.005,0,0,0,0.0
Frederik HOVGAARD,1203.1,NORMAL,HF,Højre fløj,False,4,4,1.005,0,0,0,0.0
Lasse Vuust ANDERSEN,1203.1,NORMAL,MV,Målvogter,True,1,1,1.0,15,1,58,20.5
Mathias GJESTRUD,1203.0,NORMAL,HF,Højre fløj,False,16,25,1.004,0,0,0,0.0
Joachim Møller JAKOBSEN,1203.0,NORMAL,HF,Højre fløj,False,18,31,1.006,0,0,0,0.0
Morten KIRKEBY,1203.0,NORMAL,HF,Højre fløj,False,4,6,1.004,0,0,0,0.0
Rune OHM,1203.0,NORMAL,HB,Højre back,False,5,10,1.003,0,0,0,0.0
Jonas Hvirvelkær RAUNDAHL,1202.9,NORMAL,ST,Streg,False,5,7,1.002,0,0,0,0.0
Mads Rønbjerg PEDERSEN,1202.9,NORMAL,VF,Venstre fløj,False,2,4,1.005,0,0,0,0.0
Nicolai SNOGDAL,1202.9,NORMAL,VF,Venstre fløj,False,6,8,1.002,0,0,0,0.0
Simon LINDVED,1202.8,NORMAL,VF,Venstre fløj,False,2,3,1.006,0,0,0,0.0
Jeppe JONASSON,1202.8,NORMAL,HF,Højre fløj,False,8,8,1.002,0,0,0,0.0
Lasse DOHM,1202.7,NORMAL,ST,Streg,False,1,2,1.0,0,0,0,0.0
Marcus HOLMÉN,1202.7,NORMAL,MV,Målvogter,True,31,31,1.0,125,4,337,27.1
Sebastian AUGUSTINUSSEN Retur,1202.6,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
William ANDERSSON MOBERG16,1202.6,NORMAL,ST,Streg,False,1,2,1.0,0,0,0,0.0
Oscar BJERRING,1202.6,NORMAL,VF,Venstre fløj,False,1,2,1.0,0,0,0,0.0
Simon Ellersgaard BIRKEFELDT12,1202.6,NORMAL,HF,Højre fløj,False,2,3,1.005,0,0,0,0.0
Hans-Christian LUND,1202.6,NORMAL,HF,Højre fløj,False,6,6,1.002,0,0,0,0.0
Peter LAUSTEN,1202.5,NORMAL,HF,Højre fløj,False,4,8,1.002,0,0,0,0.0
Martin Søborg RASMUSSEN,1202.5,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Christoffer MÛNSTER,1202.5,NORMAL,HF,Højre fløj,False,3,3,1.005,0,0,0,0.0
Mads Emil MØLLER,1202.5,NORMAL,ST,Streg,False,2,2,1.0,0,0,0,0.0
Torbjörn SITTRUP BERGERUD16,1202.5,NORMAL,HF,Højre fløj,False,4,4,1.004,0,0,0,0.0
Nikolaj Risbjerg LARSSON,1202.5,NORMAL,HF,Højre fløj,False,2,3,1.006,0,0,0,0.0
Carl BÜCHMANN,1202.5,NORMAL,ST,Streg,False,3,3,1.006,0,0,0,0.0
Rasmus WINTHER,1202.4,NORMAL,HF,Højre fløj,False,5,5,1.002,0,0,0,0.0
Kasper Fruerlund KRISTIANSENAssist,1202.4,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Mikkel LUND,1202.4,NORMAL,HF,Højre fløj,False,5,5,1.003,0,0,0,0.0
Amandus VATNEDAL,1202.4,NORMAL,HF,Højre fløj,False,3,7,1.001,0,0,0,0.0
Anton Fredslund PEDERSEN,1202.4,NORMAL,HF,Højre fløj,False,4,5,1.003,0,0,0,0.0
Anders CHRISTIANSEN,1202.4,NORMAL,ST,Streg,False,2,2,1.0,0,0,0,0.0
Silas OVERBY,1202.4,NORMAL,HF,Højre fløj,False,15,22,0.998,0,0,0,0.0
Patrick MØLGAARD,1202.3,NORMAL,VF,Venstre fløj,False,2,2,1.0,0,0,0,0.0
Magnus Møland SØNNICHSEN,1202.3,NORMAL,HF,Højre fløj,False,4,4,1.003,0,0,0,0.0
Gøran Søgaard JOHANNESEN16,1202.2,NORMAL,ST,Streg,False,1,2,1.0,0,0,0,0.0
Thomas Sommer ARNOLDSEN12,1202.2,NORMAL,VF,Venstre fløj,False,1,2,1.0,0,0,0,0.0
1,1202.2,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Mikkel DAMGAARD,1202.2,NORMAL,HF,Højre fløj,False,4,6,1.002,0,0,0,0.0
Benjamin Rahbæk STRÆDE,1202.2,NORMAL,HF,Højre fløj,False,4,4,1.004,0,0,0,0.0
Joakim Toft JENSEN,1202.1,NORMAL,MV,Målvogter,False,1,1,1.0,0,0,0,0.0
Torbjörn SITTRUP BERGERUD12,1202.1,NORMAL,HF,Højre fløj,False,3,3,1.005,0,0,0,0.0
Mikkel KJÆR MØLLER,1202.1,NORMAL,HF,Højre fløj,False,4,5,1.003,0,0,0,0.0
Eske HEMMINGSEN,1202.1,NORMAL,MV,Målvogter,True,2,2,1.0,33,0,138,19.3
Christian LORENTZEN,1202.1,NORMAL,VF,Venstre fløj,False,3,5,1.003,0,0,0,0.0
Villas KARBO,1202.1,NORMAL,HF,Højre fløj,False,3,3,1.004,0,0,0,0.0
William ANDERSSON MOBERGAssist,1202.1,NORMAL,HF,Højre fløj,False,2,3,1.005,0,0,0,0.0
Kasper Dahl JACOBSEN,1202.0,NORMAL,VF,Venstre fløj,False,2,2,1.0,0,0,0,0.0
Mikkel LADEFOGED,1202.0,NORMAL,VF,Venstre fløj,False,2,4,1.003,0,0,0,0.0
Patrick PEDERSEN,1202.0,NORMAL,HB,Højre back,False,3,8,1.001,0,0,0,0.0
Torbjörn SITTRUP BERGERUD,1202.0,NORMAL,MV,Målvogter,True,3,3,1.004,366,0,582,38.6
Nicolas Lundbye KRISTIANSENAssist,1202.0,NORMAL,HF,Højre fløj,False,1,2,1.0,0,0,0,0.0
Mads JØRGENSEN,1202.0,NORMAL,PL,Playmaker,False,1,2,1.0,0,0,0,0.0
Andreas Søgaard RASMUSSEN1,1201.9,NORMAL,ST,Streg,False,1,2,1.0,0,0,0,0.0
Sebastian Hedegård HINNERUPAssist,1201.9,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Frederik Nygård JESPERSEN,1201.9,NORMAL,HF,Højre fløj,False,2,3,1.004,0,0,0,0.0
Morten DAHLGAARD,1201.9,NORMAL,HF,Højre fløj,False,3,3,1.004,0,0,0,0.0
Anders JUHL ZACHARIASSENAssist,1201.9,NORMAL,ST,Streg,False,2,2,1.0,0,0,0,0.0
Rune SØRENSEN,1201.8,NORMAL,HF,Højre fløj,False,3,4,1.003,0,0,0,0.0
Mikkel Lang RASMUSSEN,1201.8,NORMAL,HF,Højre fløj,False,5,5,1.002,0,0,0,0.0
Anders BEUSCHAU,1201.8,NORMAL,HF,Højre fløj,False,10,13,0.999,0,0,0,0.0
Anton PEDERSEN,1201.8,NORMAL,PL,Playmaker,False,2,5,1.002,0,0,0,0.0
Kristian Tind KRISTENSEN,1201.7,NORMAL,ST,Streg,False,1,1,1.0,0,0,0,0.0
Lukas LINDHARD JØRGENSENAssist,1201.7,NORMAL,ST,Streg,False,1,1,1.0,0,0,0,0.0
Phillip PEDERSEN,1201.7,NORMAL,HF,Højre fløj,False,5,6,1.002,0,0,0,0.0
Magnus LARSEN,1201.6,NORMAL,HF,Højre fløj,False,4,4,1.003,0,0,0,0.0
Aleksander SELMAR,1201.6,NORMAL,ST,Streg,False,1,2,1.0,0,0,0,0.0
Andreas Søgaard RASMUSSENRetur,1201.6,NORMAL,ST,Streg,False,3,3,1.003,0,0,0,0.0
Andreas Knigge HYLLEBERG,1201.6,NORMAL,HF,Højre fløj,False,6,10,0.999,0,0,0,0.0
Mathias Winther QVORTRUP,1201.6,NORMAL,VB,Venstre back,False,2,3,1.004,0,0,0,0.0
Marcus Midtgaard SØRENSEN30,1201.6,NORMAL,ST,Streg,False,1,1,1.0,0,0,0,0.0
Simon Ellersgaard BIRKEFELDTRetur,1201.5,NORMAL,PL,Playmaker,False,4,7,1.001,0,0,0,0.0
26,1201.5,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Gustav PETERSEN,1201.5,NORMAL,HF,Højre fløj,False,2,3,1.003,0,0,0,0.0
Jakob VILLEMOES LARSEN,1201.5,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Simon Ellersgaard BIRKEFELDTAssist,1201.5,NORMAL,HF,Højre fløj,False,1,2,1.0,0,0,0,0.0
Christian Bach SØNDERGAARD,1201.4,NORMAL,HF,Højre fløj,False,5,10,1.001,0,0,0,0.0
Nichlas HJORTH,1201.4,NORMAL,HF,Højre fløj,False,3,4,1.003,0,0,0,0.0
Noah MUNK,1201.4,NORMAL,HF,Højre fløj,False,4,6,1.002,0,0,0,0.0
Mikkel PALMER,1201.4,NORMAL,HF,Højre fløj,False,24,38,0.998,0,0,0,0.0
Tobias LANTZ-PEDERSEN,1201.4,NORMAL,MV,Målvogter,True,46,46,0.997,118,5,344,25.5
August FRIDEN,1201.4,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Oliver Tesgaard NIELSEN,1201.4,NORMAL,PL,Playmaker,False,1,2,1.0,0,0,0,0.0
Lasse Sunesen VILHELMSEN,1201.3,NORMAL,HF,Højre fløj,False,3,6,1.002,0,0,0,0.0
Nicolai Skytte SØRENSEN,1201.3,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jeppe BROMERHOLM,1201.3,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Thomas Sommer ARNOLDSEN30,1201.3,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Marcus Midtgaard SØRENSEN12,1201.3,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Oliver Juhl REFSGAARD,1201.3,NORMAL,HF,Højre fløj,False,4,4,1.002,0,0,0,0.0
30,1201.2,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Frederik HANSEN,1201.2,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Andreas Julin BOCK,1201.2,NORMAL,VF,Venstre fløj,False,2,2,1.0,0,0,0,0.0
Marcus Midtgaard SØRENSENForårs. str.,1201.2,NORMAL,HF,Højre fløj,False,3,3,1.003,0,0,0,0.0
Daniel CHRISTENSEN,1201.2,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Victor THOMADSEN,1201.2,NORMAL,PL,Playmaker,False,1,1,1.0,0,0,0,0.0
Oliver NIELSEN,1201.2,NORMAL,VB,Venstre back,False,1,1,1.0,0,0,0,0.0
Victor PARBST,1201.2,NORMAL,ST,Streg,False,2,3,1.002,0,0,0,0.0
Nicklas Kikkenborg JENSEN,1201.2,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Tobias Rysberg BAY,1201.1,NORMAL,VF,Venstre fløj,False,3,3,1.003,0,0,0,0.0
Mikkel Sandholm MORTENSENRetur,1201.1,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Casper CHRISTENSEN,1201.1,NORMAL,HF,Højre fløj,False,24,32,1.002,0,0,0,0.0
Erik SKAT TIEDJE,1201.1,NORMAL,HF,Højre fløj,False,2,3,1.002,0,0,0,0.0
Henrik NORDLANDER,1201.1,NORMAL,MV,Målvogter,True,1,1,1.0,17,2,77,18.1
Lucas Willenbrack HEDEGAARD,1201.1,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Casper Dohn JENSEN,1201.1,NORMAL,ST,Streg,False,1,1,1.0,0,0,0,0.0
Magnus ANDERSEN,1201.0,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Oskar Harkjær HARE,1201.0,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Martin Kærgaard PEDERSEN Retur,1201.0,NORMAL,ST,Streg,False,1,1,1.0,0,0,0,0.0
Sune ØSTERGAARD IVERSENRetur,1201.0,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Magnus Storgaard PEDERSEN16,1201.0,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jeppe Kudsk JAKOBSEN,1201.0,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Livio KLAUSEN,1200.9,NORMAL,HF,Højre fløj,False,2,3,1.002,0,0,0,0.0
Retur,1200.9,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Jakob Maarth SKAKSEN,1200.9,NORMAL,MV,Målvogter,True,3,3,1.001,73,2,184,28.4
Mads Emil Bayer LENBROCH Assist,1200.9,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Christian Bach SØNDERGAARD12,1200.9,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Andreas MØLLER,1200.9,NORMAL,ST,Streg,False,2,4,1.001,0,0,0,0.0
Mads Bro SØRENSEN,1200.9,NORMAL,HF,Højre fløj,False,5,8,0.999,0,0,0,0.0
Darri ARONSSON,1200.9,NORMAL,VB,Venstre back,False,1,2,1.0,0,0,0,0.0
Rune Overlund SØRENSEN,1200.9,NORMAL,HF,Højre fløj,False,1,2,1.0,0,0,0,0.0
Mads HOUMØLLER,1200.9,NORMAL,ST,Streg,False,1,1,1.0,0,0,0,0.0
Emil Vestergaard LARSEN,1200.8,NORMAL,VB,Venstre back,False,1,1,1.0,0,0,0,0.0
Mads STENSGÅRD,1200.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jonas Neve BYRRESEN,1200.8,NORMAL,HF,Højre fløj,False,3,5,1.001,0,0,0,0.0
Sune ØSTERGAARD IVERSENForårs. str.,1200.8,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Tobias Vestergaard BRANDT,1200.8,NORMAL,HF,Højre fløj,False,2,3,1.002,0,0,0,0.0
Viktor Fischer HÜTTEL,1200.8,NORMAL,VF,Venstre fløj,False,2,2,1.0,0,0,0,0.0
Aleksander Selmar PEDERSEN12,1200.8,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Christoffer Hoffmann BONDE,1200.8,NORMAL,MV,Målvogter,True,15,15,0.998,263,9,493,34.8
Frederik SKOV,1200.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Lars Rismark EGGEN,1200.8,NORMAL,MV,Målvogter,True,2,2,1.0,53,0,130,29.0
Benjamin Østermark JØRGENSEN,1200.7,NORMAL,HF,Højre fløj,False,5,5,1.001,0,0,0,0.0
Jeppe Dahl KJELDSEN,1200.7,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Andreas Søgaard RASMUSSEN12,1200.7,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jeppe KROGH,1200.7,NORMAL,HF,Højre fløj,False,7,9,1.001,0,0,0,0.0
Nicklas HAMMER,1200.7,NORMAL,VF,Venstre fløj,False,1,2,1.0,0,0,0,0.0
Andreas Søgaard RASMUSSENForårs. str.,1200.7,NORMAL,HF,Højre fløj,False,3,3,1.002,0,0,0,0.0
William SKOVSAGER,1200.7,NORMAL,HF,Højre fløj,False,3,6,1.0,0,0,0,0.0
Nicolas Lundbye KRISTIANSENForårsagede straffe,1200.7,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Sebastian Holler KANSTRUP,1200.7,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Chrisitan SLOTH,1200.7,NORMAL,VF,Venstre fløj,False,2,3,1.001,0,0,0,0.0
Sander JUEL CHRISTENSEN,1200.7,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Oscar HANSEN,1200.7,NORMAL,HB,Højre back,False,1,1,1.0,0,0,0,0.0
Jeppe ANNEBERG,1200.7,NORMAL,HF,Højre fløj,False,2,3,1.001,0,0,0,0.0
Marcus Midtgaard SØRENSEN16,1200.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jon Isak HALLDORSSON,1200.6,NORMAL,HF,Højre fløj,False,2,4,1.002,0,0,0,0.0
Simon Ellersgaard BIRKEFELD,1200.6,NORMAL,HB,Højre back,False,1,2,1.0,0,0,0,0.0
Lauge Danelund HEMMINGSENAssist,1200.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Mikkel Søndergaard HELQVISTAssist,1200.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Sander CHRISTENSEN,1200.6,NORMAL,HF,Højre fløj,False,3,3,1.001,0,0,0,0.0
Andreas Søgaard RASMUSSEN32,1200.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Mikkel PREHN,1200.6,NORMAL,ST,Streg,False,4,7,1.002,0,0,0,0.0
Forårsagede straffe,1200.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Anders SELL,1200.5,NORMAL,VB,Venstre back,False,2,4,1.001,0,0,0,0.0
Christian Bonde POVLSEN,1200.5,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Rasmus BILLE,1200.5,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Anders JUHL ZACHARIASSENForårs. str.,1200.5,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Claus VINDING,1200.5,NORMAL,HF,Højre fløj,False,1,2,1.0,0,0,0,0.0
William ANDERSSON MOBERGRetur,1200.5,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Hans LARSEN,1200.5,NORMAL,PL,Playmaker,False,2,2,1.0,0,0,0,0.0
Thomas Sommer ARNOLDSENRetur,1200.5,NORMAL,VB,Venstre back,False,1,1,1.0,0,0,0,0.0
Christian ALBERTSEN,1200.5,NORMAL,PL,Playmaker,False,1,1,1.0,0,0,0,0.0
11,1200.5,NORMAL,ST,Streg,False,1,1,1.0,0,0,0,0.0
Anders JUHL ZACHARIASSEN12,1200.5,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Aleksander Selmar PEDERSENForårsagede straffe,1200.5,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Andreas Søgaard RASMUSSEN16,1200.5,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Simon Rønnest SKADHAUGE Retur,1200.5,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Sune Østergaard IVERSEN,1200.5,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Mick Engelhardt SCHUBERT,1200.5,NORMAL,HF,Højre fløj,False,5,7,1.0,0,0,0,0.0
Thomas Sommer ARNOLDSENForårs. str.,1200.4,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Simon HUMLEGAARD,1200.4,NORMAL,ST,Streg,False,1,2,1.0,0,0,0,0.0
Christopher EKMANN,1200.4,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Henrik Storm PEDERSEN,1200.4,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Andreas Knigge HYLLEBERG Retur,1200.4,NORMAL,VB,Venstre back,False,1,1,1.0,0,0,0,0.0
Magnus CAMPBELL,1200.4,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Andreas MADSEN,1200.3,NORMAL,HF,Højre fløj,False,2,3,1.001,0,0,0,0.0
Simon BAK OSTERSEN,1200.3,NORMAL,HB,Højre back,False,1,1,1.0,0,0,0,0.0
Jonas SALMUELSSON,1200.3,NORMAL,HF,Højre fløj,False,4,4,1.001,0,0,0,0.0
Andrew WISMAN,1200.3,NORMAL,PL,Playmaker,False,1,2,1.0,0,0,0,0.0
Brandur HALGIRSSON,1200.2,NORMAL,HF,Højre fløj,False,4,4,1.001,0,0,0,0.0
Mikkel Sjørvad HANSEN,1200.2,NORMAL,PL,Playmaker,False,1,2,1.0,0,0,0,0.0
Malthe QVORTRUP,1200.1,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Oliver NØddesbo EGGERT,1200.1,NORMAL,HF,Højre fløj,False,4,8,1.0,0,0,0,0.0
Janos STRANIGG,1200.1,NORMAL,HF,Højre fløj,False,3,3,1.001,0,0,0,0.0
Morten Laugesen JØRGENSEN,1200.1,NORMAL,VF,Venstre fløj,False,1,2,1.0,0,0,0,0.0
Mads Jacob Kragh THOMSEN,1200.0,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Christian Ganderup NIELSEN Retur,1200.0,NORMAL,ST,Streg,False,1,1,1.0,0,0,0,0.0
Morten Laugesen JØRGENSENRetur,1199.9,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Henk MEYER,1199.9,NORMAL,MV,Målvogter,True,1,1,1.0,9,0,23,28.1
Mads Emil Bayer LENBROCH Retur,1199.9,NORMAL,VF,Venstre fløj,False,1,1,1.0,0,0,0,0.0
Jacob HEINL,1199.9,NORMAL,HF,Højre fløj,False,67,85,1.001,0,0,0,0.0
Rasmus Kaagaard ANDERSENRetur,1199.9,NORMAL,PL,Playmaker,False,1,1,1.0,0,0,0,0.0
Thomas Sommer ARNOLDSENBlokeret af,1199.9,NORMAL,VB,Venstre back,False,1,1,1.0,0,0,0,0.0
Mathias Bendixen MADSEN,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Frederik Lind SASS-PETERSEN,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Mathias ALBREKTSEN,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Svend Bro RUGHAVE,1199.8,NORMAL,MV,Målvogter,True,1,1,1.0,35,3,83,29.7
Kell THUSTRUP,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Morten GRAVERSEN,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Maik MACHULLA,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Lars KROGH JEPPESEN,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jonas Liberg WILLE,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Blok af (ret),1199.8,NORMAL,HF,Højre fløj,False,1,2,1.0,0,0,0,0.0
Nicolej Krickau RASMUSSEN,1199.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Mikkel THORSEN,1199.7,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Per-Olav WULFF,1199.7,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Kenneth SLAVENSKY,1199.7,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Heino Holm KNUDSEN,1199.7,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Torben NIELSEN,1199.7,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Mathias Kragh PEDERSEN,1199.7,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
John Møller BRUUN,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Kasper Fruerlund KRISTIANSEN,1199.6,NORMAL,HF,Højre fløj,False,3,3,0.999,0,0,0,0.0
Nicolas Lundbye KRISTIANSENBold erobret 19,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jan LESLIE,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Mads Vedel HJORTSHØJ,1199.6,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Thomas BRANDT NYEGAARD,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Søren FISKER,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Marcus Midtgaard SØRENSENBold erobret,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Benjamin WALSØE,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Sebastian SEIFERT,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Aleksander Selmar PEDERSENBold erobret,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Kristian ASMUSSEN,1199.6,NORMAL,MV,Målvogter,True,1,1,1.0,45,7,100,31.0
